num_detections,total_damage_area_ratio,avg_box_area_ratio,max_box_area_ratio,min_box_area_ratio,var_box_area_ratio,damage_density,class_1_count,class_2_count,class_3_count,class_4_count,class_entropy,mean_confidence,label
3,0.3020721971988678,0.10069072991609573,0.2853354811668396,0.007363094016909599,0.017047515138983727,0.10069072991609573,0,3,0,0,0.0,0.816052258014679,1
2,0.3073771595954895,0.15368857979774475,0.3001263737678528,0.007250798866152763,0.02144402638077736,0.15368857979774475,1,1,0,0,0.6931471805599453,0.7995628118515015,1
7,0.9640033841133118,0.13771477341651917,0.3327670991420746,0.051817283034324646,0.008722804486751556,0.13771477341651917,1,4,0,2,0.9556998911125343,0.7794235348701477,1
2,0.5893551111221313,0.2946775555610657,0.5470311045646667,0.0423240028321743,0.06368231028318405,0.2946775555610657,2,0,0,0,0.0,0.6426813006401062,1
3,0.5439369678497314,0.18131232261657715,0.286284863948822,0.09964609891176224,0.006077263038605452,0.18131232261657715,1,2,0,0,0.6365141682948128,0.7629017233848572,1
6,1.260528564453125,0.2100880891084671,0.6224889159202576,0.017895465716719627,0.043638672679662704,0.2100880891084671,4,0,0,2,0.6365141682948128,0.7410076260566711,1
2,0.18939948081970215,0.09469974040985107,0.1301269829273224,0.059272490441799164,0.0012550897663459182,0.09469974040985107,0,2,0,0,0.0,0.9317406415939331,1
4,1.2211992740631104,0.3052998185157776,0.559414803981781,0.06691359728574753,0.04784134775400162,0.3052998185157776,3,0,1,0,0.5623351446188083,0.7821649312973022,1
3,0.585662305355072,0.19522076845169067,0.45347103476524353,0.04301600158214569,0.033701714128255844,0.19522076845169067,3,0,0,0,0.0,0.8442544937133789,1
2,0.032236408442258835,0.016118204221129417,0.030557166785001755,0.0016792407259345055,0.0002084836596623063,0.016118204221129417,0,1,1,0,0.6931471805599453,0.7909160852432251,1
7,0.18379750847816467,0.026256786659359932,0.06863430142402649,0.0014597343979403377,0.0005371744628064334,0.026256786659359932,1,5,0,1,0.7963116401738131,0.7635666131973267,1
4,1.200474500656128,0.300118625164032,0.7345515489578247,0.014459697529673576,0.07645171880722046,0.300118625164032,0,3,0,1,0.5623351446188083,0.6663029193878174,1
2,0.13677921891212463,0.06838960945606232,0.12031874805688858,0.016460472717881203,0.0026966354344040155,0.06838960945606232,0,0,0,2,0.0,0.7232834696769714,1
2,0.6498373746871948,0.3249186873435974,0.3911306858062744,0.2587066888809204,0.004384028725326061,0.3249186873435974,2,0,0,0,0.0,0.8304624557495117,1
3,0.7735238075256348,0.2578412592411041,0.5219560861587524,0.1163923591375351,0.034937117248773575,0.2578412592411041,2,1,0,0,0.6365141682948128,0.7282306551933289,1
3,0.6940345168113708,0.23134483397006989,0.3774150609970093,0.015448997728526592,0.02427438087761402,0.23134483397006989,0,3,0,0,0.0,0.877964437007904,1
4,1.4066026210784912,0.3516506552696228,0.6176570653915405,0.01420747023075819,0.06413251906633377,0.3516506552696228,2,2,0,0,0.6931471805599453,0.7203696966171265,1
3,1.180687665939331,0.39356255531311035,0.5979004502296448,0.23025840520858765,0.02336866222321987,0.39356255531311035,0,3,0,0,0.0,0.7583041191101074,1
4,0.16411317884922028,0.04102829471230507,0.13035936653614044,0.0070522320456802845,0.0026670070365071297,0.04102829471230507,0,4,0,0,0.0,0.8095630407333374,1
3,0.5356435775756836,0.17854785919189453,0.356370210647583,0.008349046111106873,0.020215515047311783,0.17854785919189453,1,2,0,0,0.6365141682948128,0.7423315048217773,1
5,1.1852099895477295,0.23704199492931366,0.3712928295135498,0.003288723062723875,0.01894659362733364,0.23704199492931366,0,4,0,1,0.5004024235381879,0.6701483726501465,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1
4,0.965968132019043,0.24149203300476074,0.4968703091144562,0.07886405289173126,0.024034207686781883,0.24149203300476074,3,1,0,0,0.5623351446188083,0.775968074798584,1
3,0.3191201984882355,0.10637339949607849,0.30341050028800964,0.003940484020859003,0.019422026351094246,0.10637339949607849,0,2,0,1,0.6365141682948128,0.8930180668830872,1
4,1.3356444835662842,0.33391112089157104,0.6149094104766846,0.08099740743637085,0.037191662937402725,0.33391112089157104,2,2,0,0,0.6931471805599453,0.7493489384651184,1
1,0.2833395004272461,0.2833395004272461,0.2833395004272461,0.2833395004272461,0.0,0.2833395004272461,0,0,1,0,0.0,0.6673831343650818,1
4,0.6668201088905334,0.16670502722263336,0.4093693494796753,0.010806005448102951,0.021914061158895493,0.16670502722263336,3,1,0,0,0.5623351446188083,0.7506469488143921,1
7,1.3720251321792603,0.19600358605384827,0.35265564918518066,0.04377056285738945,0.01485162228345871,0.19600358605384827,5,2,0,0,0.5982695885852573,0.7026898264884949,1
5,0.3252769410610199,0.06505538523197174,0.1150142103433609,0.021059172227978706,0.0011863586260005832,0.06505538523197174,0,4,0,1,0.5004024235381879,0.7017492055892944,1
