epoch,train_loss,val_loss
1,1.254094849739756,0.7439076998462416
2,0.5531503958525238,0.4481043603322277
3,0.4085835658095695,0.39048897628098317
4,0.3756876558802285,0.3843522927124206
5,0.35920846085627,0.37682875990867615
6,0.3465475691789454,0.3605392758976923
7,0.3344252129177471,0.35385613133237787
8,0.3206688820660769,0.3587949287197361
9,0.3134811253256195,0.3535083018957752
10,0.2985972408409957,0.3538106204303977
